Oznaèení TSP	TSP	Oznaèení PSP	PSP	Skupina parametrù	Parametr	STUDIE	DUR	DSP	DPS	RDS	MSPS	Popis parametru	Guid	Datovı typ	Jednotka	IFC název	IFC Pset	Revit - systémové parametry	Revit - sdílené parametry	ArchiCAD	Allplan	Tekla	POZEMNÍ STAVBA	ARS	STA	PBR	PRT	KAN	VOD	PLN	UTCH	VZT	SIL	SLB	MAR	SHZ	EPS	OTK	GHZ	SILNIÈNÍ STAVBA	000	100	200	300	400	500	600	700	800	ELEZNIÈNÍ STAVBA	ISR
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Napájecí napìtí							Napájecí napìtí.	855cdfce-00e2-4cdf-b623-cd9db09a7bd4	number	V				NAPÁJECÍ NAPÌTÍ				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Teplonosná látka							Typ média.	982f5810-a711-45b6-b7dd-ea8f017a80d8	string	TEXT				TEPLONOSNÁ LÁTKA				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Stupeò ochrany							Stupeò ochrany.	6f11c2d7-cb0e-4820-ba8c-4c6f206c3974	string	TEXT				STUPEÒ OCHRANY				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Pøípustnı provozní tlak							Pøípustnı provozní tlak.	5d57a269-7bff-4986-b6ce-907bb57a60a6	number	bar				PØÍPUSTNİ PROVOZNÍ TLAK				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Maximální teplota							Maximální teplota.	da93db5a-4325-437b-a61e-abd0deddfe45	number	°C				MAXIMÁLNÍ TEPLOTA				x																												
ZE	Zdroj tepla	05	Chladící vì	Správa a údrba	Model							Konkrétní model instalovaného/pøedpokládaného vırobku.	81444b10-717a-4fad-afb2-6f498dcf6820	string	TEXT	ModelLabel		Model					x																												
ZE	Zdroj tepla	05	Chladící vì	Správa a údrba	Vırobní èíslo							Vırobní èíslo.	6116f509-6533-4bef-b712-1c88eaa28a5c	string	TEXT				VİROBNÍ ÈÍSLO				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Referenèní vırobek							Odkaz/název konkrétního vırobku poadovanıch vlastností.	476c8d05-7e87-4ae8-9531-e4f8fac84310	string	TEXT	ModelReference			REFERENÈNÍ VİROBEK				x																												
ZE	Zdroj tepla	05	Chladící vì	Základní informace	Rozvadìè							Kód rozvadìèe.	815635af-a649-4c20-8102-ce9b0435bea0	string	TEXT				ROZVADÌÈ				x																												
ZE	Zdroj tepla	05	Chladící vì	Rozmìry	Jmenovitá velikost vıstupu - vıška								c031d6f1-04d3-4ba5-a584-46a2ec5e21cf	number	mm								x																												
ZE	Zdroj tepla	05	Chladící vì	Rozmìry	Jmenovitá velikost vıstupu - šíøka								8f72227c-6bc2-403a-97b3-2c73aedb9827	number	mm								x																												
ZE	Zdroj tepla	05	Chladící vì	Rozmìry	Jmenovitá velikost vstupu - vıška								06db0f53-6daa-4b64-8945-d7220b85f4f3	number	mm								x																												
ZE	Zdroj tepla	05	Chladící vì	Rozmìry	Jmenovitá velikost vstupu - šíøka								ae997844-5f65-402a-9e0a-53edd827d317	number	mm								x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Jmenovitı vıkon							Jmenovitı vıkon.	a3745b19-d491-40c2-ac8e-e1fc4bb5200b	number	kW				JMENOVITİ VİKON				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Jmenovitá velikost vıstupu							Vnitøní DN vıstupu.	71087892-7d6e-4ce2-b9fc-12d15cbbe9a1	integer	celé èíslo				JMENOVITÁ VELIKOST VİSTUPU				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Jmenovitá velikost vstupu							Vnitøní DN vstupu.	68d9594e-843e-48d8-b40a-8cf9ac79da37	integer	celé èíslo				JMENOVITÁ VELIKOST VSTUPU				x																												
ZE	Zdroj tepla	05	Chladící vì	Technické informace	Èíslo okruhu							Èíslo okruhu.	c7f94b3c-0323-45fb-ae6a-8ae714ff0fca	string	TEXT								x																												
ZE	Zdroj tepla	05	Chladící vì	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Základní informace	Podlaí prvku							Informace o pøiøazení prvku ke konkrétnímu podlaí.	f3d1cdac-d010-4112-9e2f-221d44572fbc	string	TEXT				PODLAÍ PRVKU				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Základní informace	Èíslo místnosti							Unikátní èíslo místnosti.	2fcc8124-c6cf-4e6e-80c4-25a3269536e8	string	TEXT			Èíslo místnosti	ÈÍSLO MÍSTNOSTI				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Šíøka							Èíselná hodnota šíøky prvku uvedená v mm.	f8795e7b-eda8-4278-82bf-fe7691e30a37	number	mm	Width		Šíøka	ŠÍØKA				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Provozní hmotnost							Provozní hmotnost.	17db1d88-5721-4f74-b1e7-70416e49cbf8	number	kg				PROVOZNÍ HMOTNOST				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Poèet fází							Poèet fází	9bc94ef8-9edf-480b-bde7-abefd2d50013	integer	èíslo								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Jmenovitı pøíkon							Jmenovitı pøíkon.	f123731e-fd63-41fe-8e30-cb36e099b6a0	number	kW				JMENOVITİ PØÍKON				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Napájecí napìtí							Napájecí napìtí.	855cdfce-00e2-4cdf-b623-cd9db09a7bd4	number	V				NAPÁJECÍ NAPÌTÍ				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Teplonosná látka							Typ média.	982f5810-a711-45b6-b7dd-ea8f017a80d8	string	TEXT				TEPLONOSNÁ LÁTKA				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Stupeò ochrany							Stupeò ochrany.	6f11c2d7-cb0e-4820-ba8c-4c6f206c3974	string	TEXT				STUPEÒ OCHRANY				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Pøípustnı provozní tlak							Pøípustnı provozní tlak.	5d57a269-7bff-4986-b6ce-907bb57a60a6	number	bar				PØÍPUSTNİ PROVOZNÍ TLAK				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Maximální teplota							Maximální teplota.	da93db5a-4325-437b-a61e-abd0deddfe45	number	°C				MAXIMÁLNÍ TEPLOTA				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Správa a údrba	Model							Konkrétní model instalovaného/pøedpokládaného vırobku.	81444b10-717a-4fad-afb2-6f498dcf6820	string	TEXT	ModelLabel		Model					x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Správa a údrba	Vırobní èíslo							Vırobní èíslo.	6116f509-6533-4bef-b712-1c88eaa28a5c	string	TEXT				VİROBNÍ ÈÍSLO				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Referenèní vırobek							Odkaz/název konkrétního vırobku poadovanıch vlastností.	476c8d05-7e87-4ae8-9531-e4f8fac84310	string	TEXT	ModelReference			REFERENÈNÍ VİROBEK				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Základní informace	Rozvadìè							Kód rozvadìèe.	815635af-a649-4c20-8102-ce9b0435bea0	string	TEXT				ROZVADÌÈ				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Jmenovitá velikost vıstupu - vıška								c031d6f1-04d3-4ba5-a584-46a2ec5e21cf	number	mm								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Jmenovitá velikost vıstupu - šíøka								8f72227c-6bc2-403a-97b3-2c73aedb9827	number	mm								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Jmenovitá velikost vstupu - vıška								06db0f53-6daa-4b64-8945-d7220b85f4f3	number	mm								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Rozmìry	Jmenovitá velikost vstupu - šíøka								ae997844-5f65-402a-9e0a-53edd827d317	number	mm								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Jmenovitı vıkon							Jmenovitı vıkon.	a3745b19-d491-40c2-ac8e-e1fc4bb5200b	number	kW				JMENOVITİ VİKON				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Jmenovitá velikost vıstupu							Vnitøní DN vıstupu.	71087892-7d6e-4ce2-b9fc-12d15cbbe9a1	integer	celé èíslo				JMENOVITÁ VELIKOST VİSTUPU				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Jmenovitá velikost vstupu							Vnitøní DN vstupu.	68d9594e-843e-48d8-b40a-8cf9ac79da37	integer	celé èíslo				JMENOVITÁ VELIKOST VSTUPU				x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Technické informace	Èíslo okruhu							Èíslo okruhu.	c7f94b3c-0323-45fb-ae6a-8ae714ff0fca	string	TEXT								x																												
ZE	Zdroj tepla	06	Tepelné èerpadlo	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Základní informace	Podlaí prvku							Informace o pøiøazení prvku ke konkrétnímu podlaí.	f3d1cdac-d010-4112-9e2f-221d44572fbc	string	TEXT				PODLAÍ PRVKU				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Základní informace	Èíslo místnosti							Unikátní èíslo místnosti.	2fcc8124-c6cf-4e6e-80c4-25a3269536e8	string	TEXT			Èíslo místnosti	ÈÍSLO MÍSTNOSTI				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Šíøka							Èíselná hodnota šíøky prvku uvedená v mm.	f8795e7b-eda8-4278-82bf-fe7691e30a37	number	mm	Width		Šíøka	ŠÍØKA				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Provozní hmotnost							Provozní hmotnost.	17db1d88-5721-4f74-b1e7-70416e49cbf8	number	kg				PROVOZNÍ HMOTNOST				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Poèet fází							Poèet fází	9bc94ef8-9edf-480b-bde7-abefd2d50013	integer	èíslo								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Jmenovitı pøíkon							Jmenovitı pøíkon.	f123731e-fd63-41fe-8e30-cb36e099b6a0	number	kW				JMENOVITİ PØÍKON				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Napájecí napìtí							Napájecí napìtí.	855cdfce-00e2-4cdf-b623-cd9db09a7bd4	number	V				NAPÁJECÍ NAPÌTÍ				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Teplonosná látka							Typ média.	982f5810-a711-45b6-b7dd-ea8f017a80d8	string	TEXT				TEPLONOSNÁ LÁTKA				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Stupeò ochrany							Stupeò ochrany.	6f11c2d7-cb0e-4820-ba8c-4c6f206c3974	string	TEXT				STUPEÒ OCHRANY				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Pøípustnı provozní tlak							Pøípustnı provozní tlak.	5d57a269-7bff-4986-b6ce-907bb57a60a6	number	bar				PØÍPUSTNİ PROVOZNÍ TLAK				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Maximální teplota							Maximální teplota.	da93db5a-4325-437b-a61e-abd0deddfe45	number	°C				MAXIMÁLNÍ TEPLOTA				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Správa a údrba	Model							Konkrétní model instalovaného/pøedpokládaného vırobku.	81444b10-717a-4fad-afb2-6f498dcf6820	string	TEXT	ModelLabel		Model					x																												
ZE	Zdroj tepla	02	Kotel plynovı	Správa a údrba	Vırobní èíslo							Vırobní èíslo.	6116f509-6533-4bef-b712-1c88eaa28a5c	string	TEXT				VİROBNÍ ÈÍSLO				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Referenèní vırobek							Odkaz/název konkrétního vırobku poadovanıch vlastností.	476c8d05-7e87-4ae8-9531-e4f8fac84310	string	TEXT	ModelReference			REFERENÈNÍ VİROBEK				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Základní informace	Rozvadìè							Kód rozvadìèe.	815635af-a649-4c20-8102-ce9b0435bea0	string	TEXT				ROZVADÌÈ				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Jmenovitá velikost vıstupu - vıška								c031d6f1-04d3-4ba5-a584-46a2ec5e21cf	number	mm								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Jmenovitá velikost vıstupu - šíøka								8f72227c-6bc2-403a-97b3-2c73aedb9827	number	mm								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Jmenovitá velikost vstupu - vıška								06db0f53-6daa-4b64-8945-d7220b85f4f3	number	mm								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Rozmìry	Jmenovitá velikost vstupu - šíøka								ae997844-5f65-402a-9e0a-53edd827d317	number	mm								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Jmenovitı vıkon							Jmenovitı vıkon.	a3745b19-d491-40c2-ac8e-e1fc4bb5200b	number	kW				JMENOVITİ VİKON				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Jmenovitá velikost vıstupu							Vnitøní DN vıstupu.	71087892-7d6e-4ce2-b9fc-12d15cbbe9a1	integer	celé èíslo				JMENOVITÁ VELIKOST VİSTUPU				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Jmenovitá velikost vstupu							Vnitøní DN vstupu.	68d9594e-843e-48d8-b40a-8cf9ac79da37	integer	celé èíslo				JMENOVITÁ VELIKOST VSTUPU				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Èíslo okruhu							Èíslo okruhu.	c7f94b3c-0323-45fb-ae6a-8ae714ff0fca	string	TEXT								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT								x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Jmenovitá velikost vstupu							Vnitøní DN vstupu.	68d9594e-843e-48d8-b40a-8cf9ac79da37	integer	celé èíslo				JMENOVITÁ VELIKOST VSTUPU				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Jmenovitá velikost vıstupu							Vnitøní DN vıstupu.	71087892-7d6e-4ce2-b9fc-12d15cbbe9a1	integer	celé èíslo				JMENOVITÁ VELIKOST VİSTUPU				x																												
ZE	Zdroj tepla	02	Kotel plynovı	Technické informace	Provozní hmotnost							Provozní hmotnost.	17db1d88-5721-4f74-b1e7-70416e49cbf8	number	kg				PROVOZNÍ HMOTNOST				x																												
MT	Montání prvek	01	Nosník	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU				x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL				x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Technické informace	Referenèní vırobek							Odkaz/název konkrétního vırobku poadovanıch vlastností.	476c8d05-7e87-4ae8-9531-e4f8fac84310	string	TEXT	ModelReference			REFERENÈNÍ VİROBEK				x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Technické informace	Únosnost plošná							Èíselná hodnota únosnosti plochy.	e1206865-7b28-4a69-84bf-3ca6d1303fdf	number	kN/m2	BearingCapacity							x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Správa a údrba	Model							Konkrétní model instalovaného/pøedpokládaného vırobku.	81444b10-717a-4fad-afb2-6f498dcf6820	string	TEXT	ModelLabel		Model					x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST				x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Základní informace	Podlaí prvku							Informace o pøiøazení prvku ke konkrétnímu podlaí.	f3d1cdac-d010-4112-9e2f-221d44572fbc	string	TEXT				PODLAÍ PRVKU				x					x	x	x	x	x	x	x	x	x	x	x	x												
MT	Montání prvek	01	Nosník	Základní informace	Èíslo místnosti							Unikátní èíslo místnosti.	2fcc8124-c6cf-4e6e-80c4-25a3269536e8	string	TEXT			Èíslo místnosti	ÈÍSLO MÍSTNOSTI				x					x	x	x	x	x	x	x	x	x	x	x	x												
